,AÑO,SEMESTRE,VICTIMA_x,MES,POBLACION TOTAL,TASA_SEMESTRAL
0,2016,1,62,1,3005929.0,2.0625903007023787
1,2016,1,62,1,3005929.0,2.0625903007023787
2,2016,1,62,1,3005929.0,2.0625903007023787
3,2016,1,62,1,3005929.0,2.0625903007023787
4,2016,1,62,1,3005929.0,2.0625903007023787
5,2016,1,62,1,3005929.0,2.0625903007023787
6,2016,1,62,1,3005929.0,2.0625903007023787
7,2016,1,62,1,3005929.0,2.0625903007023787
8,2016,1,62,2,3005929.0,2.0625903007023787
9,2016,1,62,2,3005929.0,2.0625903007023787
10,2016,1,62,2,3005929.0,2.0625903007023787
11,2016,1,62,2,3005929.0,2.0625903007023787
12,2016,1,62,2,3005929.0,2.0625903007023787
13,2016,1,62,2,3005929.0,2.0625903007023787
14,2016,1,62,2,3005929.0,2.0625903007023787
15,2016,1,62,2,3005929.0,2.0625903007023787
16,2016,1,62,2,3005929.0,2.0625903007023787
17,2016,1,62,2,3005929.0,2.0625903007023787
18,2016,1,62,2,3005929.0,2.0625903007023787
19,2016,1,62,2,3005929.0,2.0625903007023787
20,2016,1,62,3,3005929.0,2.0625903007023787
21,2016,1,62,3,3005929.0,2.0625903007023787
22,2016,1,62,3,3005929.0,2.0625903007023787
23,2016,1,62,3,3005929.0,2.0625903007023787
24,2016,1,62,3,3005929.0,2.0625903007023787
25,2016,1,62,3,3005929.0,2.0625903007023787
26,2016,1,62,3,3005929.0,2.0625903007023787
27,2016,1,62,3,3005929.0,2.0625903007023787
28,2016,1,62,3,3005929.0,2.0625903007023787
29,2016,1,62,3,3005929.0,2.0625903007023787
30,2016,1,62,3,3005929.0,2.0625903007023787
31,2016,1,62,3,3005929.0,2.0625903007023787
32,2016,1,62,4,3005929.0,2.0625903007023787
33,2016,1,62,4,3005929.0,2.0625903007023787
34,2016,1,62,4,3005929.0,2.0625903007023787
35,2016,1,62,4,3005929.0,2.0625903007023787
36,2016,1,62,4,3005929.0,2.0625903007023787
37,2016,1,62,4,3005929.0,2.0625903007023787
38,2016,1,62,4,3005929.0,2.0625903007023787
39,2016,1,62,4,3005929.0,2.0625903007023787
